Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Year,Term
,,,,Discussion,39481D,1.0,9:00-9:50am,"Tue, Thu",17.0,8.0,0.0,,THH215,2009,Fall
,,,,Discussion,39482D,1.0,10:00-10:50am,"Tue, Thu",17.0,12.0,0.0,,THH215,2009,Fall
MATH-126,Calculus II,P,4.0 units,Lecture,39487D,1.0,9:00-9:50am,MWF,49.0,36.0,0.0,Doyoon Kim,KAP146,2009,Fall
,,,,Discussion,39488D,1.0,8:00-8:50am,"Tue, Thu",18.0,17.0,0.0,,VHE214,2009,Fall
,,,,Discussion,39489D,1.0,9:00-9:50am,"Tue, Thu",17.0,11.0,0.0,,VHE214,2009,Fall
,,,,Discussion,39490D,1.0,10:00-10:50am,"Tue, Thu",16.0,8.0,0.0,,VHE214,2009,Fall
,,,,Lecture,39491D,1.0,10:00-10:50am,MWF,49.0,44.0,0.0,Miodrag Iovanov,GFS118,2009,Fall
,,,,Discussion,39492D,1.0,8:00-8:50am,"Tue, Thu",17.0,16.0,0.0,,GFS220,2009,Fall
,,,,Discussion,39493D,1.0,9:00-9:50am,"Tue, Thu",16.0,14.0,0.0,,GFS220,2009,Fall
,,,,Discussion,39494D,1.0,10:00-10:50am,"Tue, Thu",16.0,14.0,0.0,,GFS220,2009,Fall
,,,,Lecture,39495D,1.0,11:00-11:50am,MWF,49.0,42.0,0.0,Amjad Tuffaha,GFS118,2009,Fall
,,,,Discussion,39496D,1.0,11:00-11:50am,"Tue, Thu",17.0,15.0,0.0,,GFS220,2009,Fall
,,,,Discussion,39497D,1.0,12:00-12:50pm,"Tue, Thu",17.0,13.0,0.0,,GFS220,2009,Fall
,,,,Discussion,39498D,1.0,1:00-1:50pm,"Tue, Thu",17.0,14.0,0.0,,GFS220,2009,Fall
,,,,Lecture,39499D,1.0,12:00-12:50pm,MWF,49.0,46.0,0.0,Takahiro Sakai,VKC102,2009,Fall
,,,,Discussion,39500D,1.0,2:00-2:50pm,"Tue, Thu",21.0,21.0,0.0,,GFS220,2009,Fall
,,,,Discussion,39501D,1.0,3:00-3:50pm,"Tue, Thu",16.0,11.0,0.0,,GFS220,2009,Fall
,,,,Discussion,39502D,1.0,4:00-4:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS220,2009,Fall
,,,,Lecture,39503D,1.0,1:00-1:50pm,MWF,49.0,47.0,0.0,Takahiro Sakai,GFS101,2009,Fall
,,,,Discussion,39504D,1.0,2:00-2:50pm,"Tue, Thu",20.0,19.0,0.0,,GFS114,2009,Fall
,,,,Discussion,39505D,1.0,3:00-3:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS114,2009,Fall
,,,,Discussion,39506D,1.0,4:00-4:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS114,2009,Fall
,,,,Lecture,39483D,1.0,11:00-11:50am,MWF,45.0,34.0,0.0,Aravind Asok,KAP146,2009,Fall
,,,,Discussion,39484D,1.0,8:00-8:50am,"Tue, Thu",16.0,16.0,0.0,,SOS B38,2009,Fall
,,,,Discussion,39485D,1.0,9:00-9:50am,"Tue, Thu",16.0,3.0,0.0,,SOS B38,2009,Fall
,,,,Discussion,39486D,1.0,10:00-10:50am,"Tue, Thu",16.0,15.0,0.0,,SOS B38,2009,Fall
MATH-208x,Elementary Probability and Statistics,P,4.0 units,Lecture,39509D,1.0,2:00-2:50pm,MWF,55.0,51.0,0.0,Jay Bartroff,MHP B7B,2009,Fall
MATH-218,Probability for Business,P,4.0 units,Lecture,39510D,1.0,9:00-9:50am,MWF,51.0,50.0,0.0,Leonid Piterbarg,ZHS352,2009,Fall
,,,,Discussion,39511D,1.0,8:00-8:50am,"Tue, Thu",17.0,15.0,0.0,,KAP138,2009,Fall
,,,,Discussion,39512D,1.0,9:00-9:50am,"Tue, Thu",16.0,14.0,0.0,,KAP138,2009,Fall
,,,,Discussion,39513D,1.0,10:00-10:50am,"Tue, Thu",21.0,21.0,0.0,,KAP138,2009,Fall
,,,,Lecture,39514D,1.0,10:00-10:50am,MWF,49.0,44.0,0.0,Hong Yin,ZHS252,2009,Fall
,,,,Discussion,39515D,1.0,8:00-8:50am,"Tue, Thu",16.0,12.0,0.0,,KAP141,2009,Fall
,,,,Discussion,39516D,1.0,9:00-9:50am,"Tue, Thu",16.0,15.0,0.0,,KAP141,2009,Fall
,,,,Discussion,39517D,1.0,10:00-10:50am,"Tue, Thu",18.0,17.0,0.0,,KAP141,2009,Fall
,,,,Lecture,39518D,1.0,10:00-10:50am,MWF,49.0,44.0,0.0,Doyoon Kim,ZHS352,2009,Fall
,,,,Discussion,39519D,1.0,11:00-11:50am,"Tue, Thu",16.0,14.0,0.0,,KAP138,2009,Fall
,,,,Discussion,39520D,1.0,12:00-12:50pm,"Tue, Thu",16.0,14.0,0.0,,KAP138,2009,Fall
,,,,Discussion,39521D,1.0,1:00-1:50pm,"Tue, Thu",16.0,16.0,0.0,,KAP138,2009,Fall
,,,,Lecture,39522D,1.0,11:00-11:50am,MWF,49.0,44.0,0.0,Hong Yin,ZHS252,2009,Fall
,,,,Discussion,39523D,1.0,11:00-11:50am,"Tue, Thu",16.0,16.0,0.0,,KAP141,2009,Fall
,,,,Discussion,39524D,1.0,12:00-12:50pm,"Tue, Thu",16.0,12.0,0.0,,KAP141,2009,Fall
,,,,Discussion,39525D,1.0,1:00-1:50pm,"Tue, Thu",18.0,16.0,0.0,,KAP141,2009,Fall
,,,,Lecture,39526D,1.0,11:00-11:50am,MWF,49.0,41.0,0.0,Florence Lin,ZHS352,2009,Fall
,,,,Discussion,39527D,1.0,2:00-2:50pm,"Tue, Thu",16.0,15.0,0.0,,KAP138,2009,Fall
,,,,Discussion,39528D,1.0,3:00-3:50pm,"Tue, Thu",16.0,12.0,0.0,,KAP138,2009,Fall
,,,,Discussion,39529D,1.0,4:00-4:50pm,"Tue, Thu",16.0,14.0,0.0,,KAP138,2009,Fall
,,,,Lecture,39530D,1.0,11:00-11:50am,MWF,49.0,39.0,0.0,Oleksandr Lytvak,VKC150,2009,Fall
,,,,Discussion,39531D,1.0,8:00-8:50am,"Tue, Thu",16.0,12.0,0.0,,GFS201,2009,Fall
,,,,Discussion,39532D,1.0,9:00-9:50am,"Tue, Thu",16.0,12.0,0.0,,GFS201,2009,Fall
,,,,Discussion,39533D,1.0,10:00-10:50am,"Tue, Thu",19.0,16.0,0.0,,GFS201,2009,Fall
,,,,Lecture,39534D,1.0,12:00-12:50pm,MWF,49.0,40.0,0.0,Oleksandr Lytvak,ZHS252,2009,Fall
,,,,Discussion,39535D,1.0,11:00-11:50am,"Tue, Thu",17.0,13.0,0.0,,GFS112,2009,Fall
,,,,Discussion,39536D,1.0,12:00-12:50pm,"Tue, Thu",16.0,13.0,0.0,,GFS112,2009,Fall
,,,,Discussion,39537D,1.0,1:00-1:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS112,2009,Fall
,,,,Lecture,39538D,1.0,12:00-12:50pm,MWF,49.0,36.0,0.0,Florence Lin,ZHS352,2009,Fall
,,,,Discussion,39539D,1.0,2:00-2:50pm,"Tue, Thu",16.0,13.0,0.0,,GFS201,2009,Fall
,,,,Discussion,39540D,1.0,3:00-3:50pm,"Tue, Thu",16.0,9.0,0.0,,GFS201,2009,Fall
,,,,Discussion,39541D,1.0,4:00-4:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS201,2009,Fall
,,,,Lecture,39542D,1.0,1:00-1:50pm,MWF,49.0,44.0,0.0,Ricardo Mancera,ZHS252,2009,Fall
,,,,Discussion,39543D,1.0,11:00-11:50am,"Tue, Thu",18.0,16.0,0.0,,KAP137,2009,Fall
,,,,Discussion,39544D,1.0,12:00-12:50pm,"Tue, Thu",16.0,13.0,0.0,,KAP137,2009,Fall
,,,,Discussion,39545D,1.0,1:00-1:50pm,"Tue, Thu",17.0,16.0,0.0,,KAP137,2009,Fall
,,,,Lecture,39546D,1.0,1:00-1:50pm,MWF,49.0,41.0,0.0,Jason Fulman,THH114,2009,Fall
,,,,Discussion,39547D,1.0,2:00-2:50pm,"Tue, Thu",16.0,12.0,0.0,,KAP137,2009,Fall
,,,,Discussion,39548D,1.0,3:00-3:50pm,"Tue, Thu",17.0,14.0,0.0,,KAP137,2009,Fall
,,,,Discussion,39549D,1.0,4:00-4:50pm,"Tue, Thu",17.0,15.0,0.0,,KAP137,2009,Fall
,,,,Lecture,39550D,1.0,2:00-2:50pm,MWF,49.0,41.0,0.0,Ricardo Mancera,VKC156,2009,Fall
,,,,Discussion,39551D,1.0,8:00-8:50am,"Tue, Thu",16.0,12.0,0.0,,GFS202,2009,Fall
,,,,Discussion,39552D,1.0,9:00-9:50am,"Tue, Thu",16.0,12.0,0.0,,GFS202,2009,Fall
,,,,Discussion,39553D,1.0,10:00-10:50am,"Tue, Thu",17.0,17.0,0.0,,GFS202,2009,Fall
,,,,Lecture,39554D,1.0,2:00-3:20pm,"Mon, Wed",49.0,36.0,0.0,Oleksandr Lytvak,ZHS252,2009,Fall
,,,,Discussion,39555D,1.0,11:00-11:50am,"Tue, Thu",17.0,14.0,0.0,,GFS221,2009,Fall
,,,,Discussion,39556D,1.0,12:00-12:50pm,"Tue, Thu",16.0,11.0,0.0,,GFS221,2009,Fall
,,,,Discussion,39557D,1.0,1:00-1:50pm,"Tue, Thu",16.0,11.0,0.0,,GFS221,2009,Fall
,,,,Lecture,39558D,1.0,2:00-3:20pm,"Mon, Wed",61.0,54.0,0.0,Miguel Dumett,ZHS352,2009,Fall
,,,,Discussion,39559D,1.0,2:00-2:50pm,"Tue, Thu",23.0,19.0,0.0,,GFS221,2009,Fall
,,,,Discussion,39560D,1.0,3:00-3:50pm,"Tue, Thu",18.0,15.0,0.0,,GFS221,2009,Fall
,,,,Discussion,39561D,1.0,4:00-4:50pm,"Tue, Thu",21.0,20.0,0.0,,GFS221,2009,Fall
,,,,Lecture,39602D,1.0,10:00-10:50am,MWF,49.0,39.0,0.0,Aleksey Polunchenko,VKC150,2009,Fall
,,,,Discussion,39603D,1.0,8:00-8:50am,"Tue, Thu",17.0,13.0,0.0,,KAP166,2009,Fall
,,,,Discussion,39604D,1.0,9:00-9:50am,"Tue, Thu",16.0,12.0,0.0,,KAP166,2009,Fall
,,,,Discussion,39605D,1.0,10:00-10:50am,"Tue, Thu",17.0,14.0,0.0,,KAP166,2009,Fall
,,,,Lecture,39606D,1.0,1:00-1:50pm,MWF,49.0,36.0,0.0,Gary Rosen,THH116,2009,Fall
,,,,Discussion,39607D,1.0,8:00-8:50am,"Tue, Thu",16.0,11.0,0.0,,KAP145,2009,Fall
,,,,Discussion,39608D,1.0,9:00-9:50am,"Tue, Thu",16.0,11.0,0.0,,KAP145,2009,Fall
,,,,Discussion,39609D,1.0,10:00-10:50am,"Tue, Thu",19.0,14.0,0.0,,KAP145,2009,Fall
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture,39563D,1.0,10:00-10:50am,MWF,48.0,41.0,0.0,Ricardo Mancera,KAP146,2009,Fall
,,,,Discussion,39564D,1.0,9:00-9:50am,"Tue, Thu",25.0,17.0,0.0,,VHE210,2009,Fall
,,,,Discussion,39565D,1.0,10:00-10:50am,"Tue, Thu",26.0,24.0,0.0,,VHE210,2009,Fall
,,,,Lecture,39566D,1.0,11:00-11:50am,MWF,49.0,38.0,0.0,Sheldon Kamienny,MHP105,2009,Fall
,,,,Discussion,39567D,1.0,11:00-11:50am,"Tue, Thu",27.0,23.0,0.0,,VHE210,2009,Fall
,,,,Discussion,39568D,1.0,12:00-12:50pm,"Tue, Thu",25.0,15.0,0.0,,VHE210,2009,Fall
MATH-226,Calculus III,P,4.0 units,Lecture,39570D,1.0,10:00-10:50am,MWF,80.0,74.0,0.0,Robert Penner,THH212,2009,Fall
,,,,Discussion,39571D,1.0,8:00-8:50am,"Tue, Thu",28.0,26.0,0.0,,KAP159,2009,Fall
,,,,Discussion,39572D,1.0,9:00-9:50am,"Tue, Thu",26.0,25.0,0.0,,KAP159,2009,Fall
,,,,Discussion,39573D,1.0,10:00-10:50am,"Tue, Thu",27.0,24.0,0.0,,KAP159,2009,Fall
,,,,Lecture,39574D,1.0,11:00-11:50am,MWF,78.0,71.0,0.0,Cymra Haskell,ZHS159,2009,Fall
,,,,Discussion,39575D,1.0,11:00-11:50am,"Tue, Thu",28.0,28.0,0.0,,KAP159,2009,Fall
,,,,Discussion,39576D,1.0,12:00-12:50pm,"Tue, Thu",25.0,22.0,0.0,,KAP159,2009,Fall
,,,,Discussion,39577D,1.0,1:00-1:50pm,"Tue, Thu",25.0,21.0,0.0,,KAP159,2009,Fall
,,,,Lecture,39578D,1.0,12:00-12:50pm,MWF,75.0,68.0,0.0,Robert Penner,ZHS159,2009,Fall
,,,,Discussion,39579D,1.0,2:00-2:50pm,"Tue, Thu",26.0,24.0,0.0,,KAP159,2009,Fall
,,,,Discussion,39580D,1.0,3:00-3:50pm,"Tue, Thu",25.0,22.0,0.0,,KAP159,2009,Fall
,,,,Discussion,39581D,1.0,4:00-4:50pm,"Tue, Thu",25.0,22.0,0.0,,KAP159,2009,Fall
,,,,Lecture,39582D,1.0,1:00-1:50pm,MWF,75.0,47.0,0.0,Mohammed Ziane,SLH102,2009,Fall
,,,,Discussion,39583D,1.0,8:00-8:50am,"Tue, Thu",25.0,18.0,0.0,,KAP165,2009,Fall
,,,,Discussion,39584D,1.0,9:00-9:50am,"Tue, Thu",25.0,8.0,0.0,,KAP165,2009,Fall
,,,,Discussion,39585D,1.0,10:00-10:50am,"Tue, Thu",25.0,21.0,0.0,,KAP165,2009,Fall
MATH-245,Mathematics of Physics and Engineering I,P,4.0 units,Lecture,39590D,1.0,10:00-10:50am,MWF,75.0,36.0,0.0,Robert Sacker,SLH100,2009,Fall
,,,,Discussion,39591D,1.0,8:00-8:50am,"Tue, Thu",25.0,10.0,0.0,,KAP167,2009,Fall
,,,,Discussion,39592D,1.0,9:00-9:50am,"Tue, Thu",25.0,4.0,0.0,,KAP167,2009,Fall
,,,,Discussion,39593D,1.0,10:00-10:50am,"Tue, Thu",25.0,22.0,0.0,,KAP167,2009,Fall
,,,,Lecture,39594D,1.0,11:00-11:50am,MWF,75.0,58.0,0.0,Peter Baxendale,THH208,2009,Fall
,,,,Discussion,39595D,1.0,11:00-11:50am,"Tue, Thu",25.0,23.0,0.0,,KAP167,2009,Fall
,,,,Discussion,39596D,1.0,12:00-12:50pm,"Tue, Thu",25.0,15.0,0.0,,KAP167,2009,Fall
,,,,Discussion,39597D,1.0,1:00-1:50pm,"Tue, Thu",25.0,20.0,0.0,,KAP167,2009,Fall
,,,,Lecture,39598D,1.0,12:00-12:50pm,MWF,75.0,40.0,0.0,Wlodek Proskurowski,THH210,2009,Fall
,,,,Discussion,39599D,1.0,11:00-11:50am,"Tue, Thu",25.0,18.0,0.0,,KAP165,2009,Fall
,,,,Discussion,39600D,1.0,12:00-12:50pm,"Tue, Thu",25.0,9.0,0.0,,KAP165,2009,Fall
,,,,Discussion,39601D,1.0,1:00-1:50pm,"Tue, Thu",25.0,13.0,0.0,,KAP165,2009,Fall
MATH-400,Foundations of Discrete Mathematics,P,4.0 units,Lecture,39610D,1.0,1:00-1:50pm,MWF,25.0,16.0,0.0,Nathaniel Emerson,KAP167,2009,Fall
,,,,Discussion,39611D,1.0,1:00-1:50pm,"Tue, Thu",25.0,16.0,0.0,,KAP140,2009,Fall
MATH-407,Probability Theory,P,4.0 units,Lecture,39625D,1.0,9:00-9:50am,MWF,50.0,39.0,0.0,Sergey Lototsky,VKC100,2009,Fall
,,,,Discussion,39626D,1.0,9:00-9:50am,"Tue, Thu",25.0,16.0,0.0,,GFS221,2009,Fall
,,,,Discussion,39627D,1.0,10:00-10:50am,"Tue, Thu",25.0,23.0,0.0,,GFS221,2009,Fall
MATH-410,Fundamental Concepts of Modern Algebra,P,4.0 units,Lecture,39641D,1.0,1:00-1:50pm,MWF,25.0,10.0,0.0,Charles Lanski,KAP134,2009,Fall
,,,,Discussion,39642D,1.0,2:00-3:50pm,Thursday,25.0,10.0,0.0,,KAP147,2009,Fall
MATH-425a,Fundamental Concepts of Analysis,P,4.0 units,Lecture,39645D,1.0,10:00-10:50am,MWF,28.0,26.0,0.0,Ronald Bruck Jr,KAP134,2009,Fall
,,,,Discussion,39646D,1.0,2:00-3:50pm,Tuesday,28.0,26.0,0.0,,KAP167,2009,Fall
MATH-430,Theory of Numbers,P,4.0 units,Lecture,39650D,1.0,11:00-11:50am,MWF,42.0,21.0,0.0,Charles Lanski,VHE217,2009,Fall
MATH-434,Geometry and Transformations,,4.0 units,Lecture,39655D,1.0,2:00-2:50pm,MWF,25.0,10.0,0.0,Nicolai Haydn,KAP159,2009,Fall
MATH-440,Topology,,4.0 units,Lecture,39660D,1.0,11:00-11:50am,MWF,25.0,7.0,0.0,Igor Kukavica,KAP159,2009,Fall
MATH-445,Mathematics of Physics and Engineering II,P,4.0 units,Lecture,39665D,1.0,10:00-10:50am,MWF,60.0,32.0,0.0,Kenneth Alexander,SOS B46,2009,Fall
,,,,Discussion,39666D,1.0,8:00-8:50am,"Tue, Thu",20.0,5.0,0.0,,KAP134,2009,Fall
,,,,Discussion,39667D,1.0,9:00-9:50am,"Tue, Thu",20.0,8.0,0.0,,KAP134,2009,Fall
,,,,Discussion,39668D,1.0,10:00-10:50am,"Tue, Thu",20.0,19.0,0.0,,KAP134,2009,Fall
,,,,Lecture,39669D,1.0,12:00-12:50pm,MWF,60.0,29.0,0.0,Sergey Lototsky,THH116,2009,Fall
,,,,Discussion,39670D,1.0,2:00-2:50pm,"Tue, Thu",20.0,14.0,0.0,,KAP134,2009,Fall
,,,,Discussion,39671D,1.0,3:00-3:50pm,"Tue, Thu",20.0,1.0,0.0,,KAP134,2009,Fall
,,,,Discussion,39672D,1.0,4:00-4:50pm,"Tue, Thu",20.0,14.0,0.0,,KAP134,2009,Fall
MATH-458,Numerical Methods,P,4.0 units,Lecture,39681D,1.0,10:00-10:50am,MWF,25.0,18.0,0.0,Florence Lin,KAP159,2009,Fall
,,,,Discussion,39682D,1.0,10:00-10:50am,"Tue, Thu",25.0,18.0,0.0,,SOS B48,2009,Fall
MATH-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,39690D,1.0,TBA,TBA,20.0,0.0,0.0,Gary Rosen,OFFICE,2009,Fall
MATH-502a,Numerical Analysis,P,3.0 units,Lecture,39700R,1.0,2:00-2:50pm,MWF,25.0,19.0,0.0,Chunming Wang,GFS104,2009,Fall
MATH-503,Stochastic Calculus for Finance,P,3.0 units,Lecture,39702R,1.0,2:00-3:15pm,"Wed, Fri",40.0,33.0,0.0,Jin Ma,KAP158,2009,Fall
MATH-504b,Numerical Solutions of Ordinary and Partial Differential Equations,P,3.0 units,Lecture,39705R,1.0,10:00-10:50am,MWF,20.0,8.0,0.0,Wlodek Proskurowski,KAP138,2009,Fall
MATH-505a,Applied Probability,,3.0 units,Lecture,39710R,1.0,1:00-1:50pm,MWF,30.0,21.0,0.0,Larry Goldstein,KAP148,2009,Fall
MATH-507a,Theory of Probability,P,3.0 units,Lecture,39720R,1.0,1:00-1:50pm,MWF,20.0,10.0,0.0,Nicolai Haydn,KAP141,2009,Fall
MATH-509,Stochastic Differential Equations,P,3.0 units,Lecture,39725R,1.0,1:00-1:50pm,MWF,25.0,7.0,0.0,Remigijus Mikulevicius,KAP159,2009,Fall
MATH-510a,Algebra,P,3.0 units,Lecture,39730R,1.0,12:00-12:50pm,MWF,20.0,10.0,0.0,Eric Friedlander,KAP134,2009,Fall
MATH-511aL,Data Analysis,P,4.0 units,Lecture,41103D,46.0,1:05-3:05pm,Tuesday,90.0,42.0,0.0,William Gauderman,CHP224,2009,Fall
,,,,Lab,41106D,46.0,10:55-1:00pm,Tuesday,50.0,22.0,0.0,William Gauderman,CHP225,2009,Fall
,,,,Lab,41108D,46.0,3:10-5:10pm,Tuesday,50.0,21.0,0.0,William Gauderman,CHP225,2009,Fall
MATH-525a,Real Analysis,P,3.0 units,Lecture,39735R,1.0,10:00-10:50am,MWF,35.0,20.0,0.0,Remigijus Mikulevicius,KAP148,2009,Fall
MATH-532,Combinatorial Analysis,,3.0 units,Lecture,39740R,1.0,12:00-12:50pm,MWF,20.0,10.0,0.0,Jason Fulman,KAP159,2009,Fall
MATH-535a,Differential Geometry,P,3.0 units,Lecture,39745R,1.0,11:00-11:50am,MWF,20.0,13.0,0.0,Francis Bonahon,KAP141,2009,Fall
MATH-541b,Introduction to Mathematical Statistics,P,3.0 units,Lecture,39750R,1.0,11:00-11:50am,MWF,38.0,29.0,0.0,Jay Bartroff,KAP148,2009,Fall
MATH-544L,Multivariate Analysis,P,3.0 units,Lecture-Lab,41152D,46.0,3:00-4:30pm,"Wed, Thu",35.0,0.0,0.0,Daniel Stram,,2009,Fall
MATH-555a,Partial Differential Equations,P,3.0 units,Lecture,39755R,1.0,2:00-2:50pm,MWF,20.0,7.0,0.0,Mohammed Ziane,KAP141,2009,Fall
MATH-570a,Methods of Applied Mathematics,P,3.0 units,Lecture,39758R,1.0,TBA,TBA,20.0,5.0,0.0,Robert Sacker,OFFICE,2009,Fall
MATH-574,Applied Matrix Analysis,,3.0 units,Lecture,39762R,1.0,8:30-9:45am,"Mon, Wed",20.0,4.0,0.0,Miodrag Iovanov,KAP138,2009,Fall
MATH-577b,Computational Molecular Biology Laboratory,P,2.0 units,Lecture,13577R,1.0,2:00-2:50pm,Wednesday,20.0,0.0,0.0,Ting Chen Xianghong Zhou Lei Li,,2009,Fall
MATH-578b,Computational Molecular Biology,P,3.0 units,Lecture,39770R,1.0,11:00-12:20pm,"Tue, Thu",20.0,7.0,0.0,Lei Li Fengzhu Sun,KAP113,2009,Fall
MATH-590,Directed Research,,1.0-12.0 units,Lecture,39775D,1.0,TBA,TBA,30.0,8.0,0.0,Gary Rosen,OFFICE,2009,Fall
MATH-594a,Master's Thesis,,2.0 units,Lecture,39780R,1.0,TBA,TBA,10.0,3.0,0.0,,OFFICE,2009,Fall
MATH-594b,Master's Thesis,P,2.0 units,Lecture,39781R,1.0,TBA,TBA,10.0,1.0,0.0,,OFFICE,2009,Fall
MATH-594z,Master's Thesis,PC,0.0 units,Lecture,39782R,1.0,TBA,TBA,10.0,2.0,0.0,,OFFICE,2009,Fall
MATH-599,Special Topics,,"2.0-4.0 units, max 8",,,,,,,,,,,2009,Fall
,D-Modules and Representation Theory,,3.0,Lecture,39784R,1.0,TBA,TBA,20.0,9.0,0.0,Fedor Malikov,OFFICE,2009,Fall
,Introduction to Lie Theory,,3.0,Lecture,39785R,1.0,TBA,TBA,20.0,0.0,0.0,,TBA,2009,Fall
,Contact Geometry,,3.0,Lecture,39786R,1.0,TBA,TBA,20.0,0.0,0.0,,TBA,2009,Fall
MATH-605,Topics in Probability,,"3.0 units, max 12",Lecture,39790R,1.0,TBA,TBA,20.0,11.0,0.0,Kenneth Alexander,OFFICE,2009,Fall
MATH-610,Topics in Algebra,,"3.0 units, max 12",Lecture,39795R,1.0,TBA,TBA,20.0,9.0,0.0,Susan Montgomery,OFFICE,2009,Fall
MATH-650,Seminar in Statistical Consulting,,3.0 units,Lecture,39805R,1.0,2:00-3:20pm,"Mon, Wed",30.0,22.0,0.0,Lei Li,KAP148,2009,Fall
MATH-725,Seminar in Analysis,,3.0 units,Lecture,39808R,1.0,TBA,TBA,10.0,3.0,0.0,Igor Kukavica,OFFICE,2009,Fall
MATH-790,Research,,1.0-12.0 units,Lecture,39810D,1.0,TBA,TBA,10.0,9.0,0.0,Gary Rosen,OFFICE,2009,Fall
MATH-794a,Doctoral Dissertation,,2.0 units,Lecture,39815D,1.0,TBA,TBA,10.0,1.0,0.0,,OFFICE,2009,Fall
MATH-794b,Doctoral Dissertation,P,2.0 units,Lecture,39816D,1.0,TBA,TBA,10.0,2.0,0.0,,OFFICE,2009,Fall
MATH-794c,Doctoral Dissertation,P,2.0 units,Lecture,39817D,1.0,TBA,TBA,10.0,5.0,0.0,,OFFICE,2009,Fall
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,39818D,1.0,TBA,TBA,10.0,1.0,0.0,,OFFICE,2009,Fall
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,39819D,1.0,TBA,TBA,10.0,1.0,0.0,,OFFICE,2009,Fall
MATH-040x,Basic Mathematical Skills,,4.0 units,Lecture,39400D,1.0,8:00-8:50am,MWF,15.0,9.0,0.0,Joel Nibert,KAP137,2010,Spring
,,,,Discussion,39401D,1.0,9:00-9:50am,"Tue, Thu",15.0,9.0,0.0,,KAP166,2010,Spring
MATH-108,Precalculus,P,4.0 units,Lecture,39402D,1.0,8:00-8:50am,MWF,45.0,17.0,0.0,Zdenek Vorel,KAP146,2010,Spring
,,,,Discussion,39403D,1.0,8:00-8:50am,"Tue, Thu",15.0,5.0,0.0,,GFS111,2010,Spring
,,,,Discussion,39404D,1.0,9:00-9:50am,"Tue, Thu",15.0,5.0,0.0,,GFS111,2010,Spring
,,,,Discussion,39405D,1.0,10:00-10:50am,"Tue, Thu",15.0,7.0,0.0,,GFS111,2010,Spring
MATH-116,Mathematics for the Social Sciences,,4.0 units,Lecture,39406D,1.0,9:00-9:50am,MWF,60.0,36.0,0.0,Oleksandr Lytvak,THH116,2010,Spring
,,,,Discussion,39407D,1.0,8:00-8:50am,"Tue, Thu",20.0,11.0,0.0,,KAP137,2010,Spring
,,,,Discussion,39408D,1.0,9:00-9:50am,"Tue, Thu",20.0,12.0,0.0,,KAP137,2010,Spring
,,,,Discussion,39409D,1.0,10:00-10:50am,"Tue, Thu",20.0,13.0,0.0,,KAP137,2010,Spring
MATH-117,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39410D,1.0,12:00-12:50pm,MWF,45.0,29.0,0.0,Oleksandr Lytvak,MHP B7B,2010,Spring
,,,,Discussion,39411D,1.0,11:00-11:50am,"Tue, Thu",15.0,12.0,0.0,,GFS111,2010,Spring
,,,,Discussion,39412D,1.0,12:00-12:50pm,"Tue, Thu",15.0,9.0,0.0,,GFS111,2010,Spring
,,,,Discussion,39413D,1.0,1:00-1:50pm,"Tue, Thu",15.0,8.0,0.0,,GFS111,2010,Spring
MATH-118x,Fundamental Principles of the Calculus,P,4.0 units,Lecture,39414D,1.0,10:00-10:50am,MWF,48.0,39.0,0.0,Andrea Jedwab,SGM601,2010,Spring
,,,,Discussion,39415D,1.0,8:00-8:50am,"Tue, Thu",16.0,8.0,0.0,,GFS112,2010,Spring
,,,,Discussion,39416D,1.0,9:00-9:50am,"Tue, Thu",16.0,16.0,0.0,,GFS112,2010,Spring
,,,,Discussion,39417D,1.0,10:00-10:50am,"Tue, Thu",17.0,15.0,0.0,,GFS112,2010,Spring
,,,,Lecture,39418D,1.0,11:00-11:50am,MWF,48.0,40.0,0.0,Nathaniel Emerson,WPH B28,2010,Spring
,,,,Discussion,39419D,1.0,11:00-11:50am,"Tue, Thu",19.0,16.0,0.0,,GFS112,2010,Spring
,,,,Discussion,39420D,1.0,12:00-12:50pm,"Tue, Thu",16.0,8.0,0.0,,GFS112,2010,Spring
,,,,Discussion,39421D,1.0,1:00-1:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS112,2010,Spring
,,,,Lecture,39422D,1.0,12:00-12:50pm,MWF,48.0,40.0,0.0,Nathaniel Emerson,SOS B46,2010,Spring
,,,,Discussion,39423D,1.0,2:00-2:50pm,"Tue, Thu",17.0,16.0,0.0,,GFS112,2010,Spring
,,,,Discussion,39424D,1.0,3:00-3:50pm,"Tue, Thu",16.0,12.0,0.0,,GFS112,2010,Spring
,,,,Discussion,39425D,1.0,4:00-4:50pm,"Tue, Thu",16.0,12.0,0.0,,GFS112,2010,Spring
